Vendor,Network / Site,VendorNetworkID,Datasource,Mediaplan,Campaign Mp Label,Campaign upper,Campaign Name
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Display_Mid-Morning snack,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-DISPLAY_MID-MORNINGSNACK,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-DISPLAY_MID-MORNINGSNACK
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Video_Mid-Morning snack,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-VIDEO_MID-MORNINGSNACK,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-VIDEO_MID-MORNINGSNACK
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_AUDIO_MID-MORNINGSNACK,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_AUDIO_MID-MORNINGSNACK,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_AUDIO_MID-MORNINGSNACK
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_AUDIO_FAMILYBREAKFAST,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_AUDIO_FAMILYBREAKFAST,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_AUDIO_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILY BREAKFAST_CPV-XAXIS-VIDEO
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,MCMPR_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARA_AUDIO_FAMILYBREAKFAST,MCMPR_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARA_AUDIO_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_Breakfast for One_CPM-Xaxis - Display,MCMPR_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,MCMPR_2020_CRI_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Pringles_Seasonal_Snackea y Gana_Sizmek_Evening Me_CPM-Xaxis - Display,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO
Traditional Display Media,Admazing,TRADITIONAL DISPLAY MEDIA_ADMAZING,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Pringles_Seasonal_Wavy_Audio_Evening Me,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_AUDIO_EVENINGME,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_AUDIO_EVENINGME
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Pringles_Seasonal_Wavy_Sizmek_Evening Me_CPCV-Xaxis - Video,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME,MCMPR_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME
Traditional Display Media,Eikon,TRADITIONAL DISPLAY MEDIA_EIKON,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Rice Krispies_Seasonal_Amor para Llevar_Sizmek_Mid-Morning Snack_CPCV-Eikon,MCMPR_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON,MCMPR_2020_CRI_KELLOGGS_RICEKRISPIES_SEASONAL_AMORPARALLEVAR_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Special K_Seasonal_Reposicionamiento_Audio_Breakfast for One,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_AUDIO_BREAKFASTFORONE,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_AUDIO_BREAKFASTFORONE
Traditional Display Media,Eikon,TRADITIONAL DISPLAY MEDIA_EIKON,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_SpecialK_Seasonal_Reposicionamiento_Sizmek_Breakfast for One_CPM-Eikon,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-EIKON,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-EIKON
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_SpecialK_Seasonal_Reposicionamiento_Sizmek_Breakfast for One_CPM-Xaxis-Display,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,MCMPR_2020_CRI_KELLOGGS_SPECIALK_SEASONAL_REPOSICIONAMIENTO_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_CRI_Kelloggs_Zucaritas_Seasonal_Recreate_Sizmek_Family breakfast_CPV-Xaxis-Video,MCMPR_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_CRI_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_Kelloggs_Pringles_Seasonal_Snackea y Gana_Sizmek_Evening Me_CPM-Xaxis - Display,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO
Traditional Display Media,Admazing,TRADITIONAL DISPLAY MEDIA_ADMAZING,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_Kelloggs_Pringles_Seasonal_Wavy_Audio_Evening Me,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_AUDIO_EVENINGME,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_AUDIO_EVENINGME
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_Kelloggs_Pringles_Seasonal_Wavy_Sizmek_Evening Me_CPCV-Xaxis - Video,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME,MCMPR_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_WAVY_XAXIS_EVENINGME
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Audio_Mid-Morning snack,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_AUDIO_MID-MORNINGSNACK,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_AUDIO_MID-MORNINGSNACK
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Cheez It_Seasonal_Galleta o Snack_Xaxis - Video_Mid-Morning snack,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-VIDEO_MID-MORNINGSNACK,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-VIDEO_MID-MORNINGSNACK
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_SIZMEK_MID-MORNINGSNACK_CPCV-XAXIS-VIDEO
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-DISPLAY_MID-MORNINGSNACK,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-DISPLAY_MID-MORNINGSNACK,MCMPR_2020_GTM_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_XAXIS-DISPLAY_MID-MORNINGSNACK
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Audio_Family Breakfast,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_AUDIO_FAMILYBREAKFAST,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_AUDIO_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reformulacion_Sizmek_Family breakfast_CPV-Xaxis - Video,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Audio_Family breakfast,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_AUDIO_FAMILYBREAKFAST,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_AUDIO_FAMILYBREAKFAST
Traditional Display Media,Soy502,TRADITIONAL DISPLAY MEDIA_SOY502,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Soy502_Family breakfast,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_SOY502_FAMILYBREAKFAST,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_SOY502_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Choco Krispis_Seasonal_Reposicionamiento_Xaxis - Video_Family breakfast,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_XAXIS-VIDEO_FAMILYBREAKFAST,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REPOSICIONAMIENTO_XAXIS-VIDEO_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO
Traditional Display Media,Audio,TRADITIONAL DISPLAY MEDIA_AUDIO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Corporate Promotions_Seasonal_Koolchara_Audio_Family breakfast,MCMPR_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARA_AUDIO_FAMILYBREAKFAST,MCMPR_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARA_AUDIO_FAMILYBREAKFAST
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_MID-MORNINGSNACK_CPV-XAXIS-VIDEO
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Masterbrand_Seasonal_DespiertaMuchoMas_Sizmek_Breakfast for One_CPM-Xaxis - Display,MCMPR_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,MCMPR_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY
Traditional Display Media,Contenido,TRADITIONAL DISPLAY MEDIA_CONTENIDO,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Masterbrand_Seasonal_Ke Heroes_Contenido_Breakfast for One,MCMPR_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_CONTENIDO_BREAKFASTFORONE,MCMPR_2020_GTM_KELLOGGS_MASTERBRAND_SEASONAL_KEHEROES_CONTENIDO_BREAKFASTFORONE
Traditional Display Media,Xaxis - Display,TRADITIONAL DISPLAY MEDIA_XAXIS - DISPLAY,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_Kelloggs_Pringles_Seasonal_Snackea y Gana_Sizmek_Evening Me_CPM-Xaxis - Display,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY
Traditional Display Media,Xaxis - Video,TRADITIONAL DISPLAY MEDIA_XAXIS - VIDEO,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO
Traditional Display Media,Admazing,TRADITIONAL DISPLAY MEDIA_ADMAZING,Other Channels,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_SIZMEK_EVENINGME_CPV-ADMAZING
Traditional Display Media,Xaxis,TRADITIONAL DISPLAY MEDIA_XAXIS,Sizmek Sas,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME,MCMPR_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_SNACKEAYGANA_XAXIS_EVENINGME
